Iteration,Training_Error
3209,0.01639109
3210,0.02080321
3211,0.03208474
3212,0.03287104
3213,0.01504724
3214,0.03719945
3215,0.03311030
3216,0.02580535
3217,0.01705443
3218,0.02192887
3219,0.01506328
3220,0.02103257
3221,0.01477556
3222,0.02110076
3223,0.02488352
3224,0.02780860
3225,0.01222127
3226,0.01248567
3227,0.01753003
3228,0.01263016
3229,0.03352738
3230,0.01862809
3231,0.01499418
3232,0.01921303
3233,0.01623182
3234,0.02059424
3235,0.03173319
3236,0.03246962
3237,0.01491854
3238,0.03672853
3239,0.03270997
3240,0.02550709
3241,0.01686832
3242,0.02168091
3243,0.01487408
3244,0.02083290
3245,0.01462749
3246,0.02090152
3247,0.02460200
3248,0.02755161
3249,0.01209176
3250,0.01238124
3251,0.01736166
3252,0.01252397
3253,0.03318833
3254,0.01846476
3255,0.01483188
3256,0.01901558
3257,0.01607556
3258,0.02038893
3259,0.03138907
3260,0.03207719
3261,0.01479190
3262,0.03626886
3263,0.03231892
3264,0.02521570
3265,0.01668621
3266,0.02143846
3267,0.01468936
3268,0.02063699
3269,0.01448231
3270,0.02070595
3271,0.02432624
3272,0.02729922
3273,0.01196485
3274,0.01227871
3275,0.01719656
3276,0.01241953
3277,0.03285569
3278,0.01830423
3279,0.01467315
3280,0.01882198
3281,0.01592221
3282,0.02018718
3283,0.03105216
3284,0.03169346
3285,0.01466728
3286,0.03582003
3287,0.03193683
3288,0.02493095
3289,0.01650796
3290,0.02120132
3291,0.01450896
3292,0.02044473
3293,0.01433992
3294,0.02051394
3295,0.02405608
3296,0.02705131
3297,0.01184048
3298,0.01217802
3299,0.01703463
3300,0.01231678
3301,0.03252926
3302,0.01814642
3303,0.01451787
3304,0.01863211
3305,0.01577170
3306,0.01998890
3307,0.03072224
3308,0.03131818
3309,0.01454463
3310,0.03538169
3311,0.03156340
3312,0.02465261
3313,0.01633346
3314,0.02096931
3315,0.01433274
3316,0.02025602
3317,0.01420026
3318,0.02032540
3319,0.02379137
3320,0.02680775
3321,0.01171856
3322,0.01207913
3323,0.01687577
3324,0.01221569
3325,0.03220889
3326,0.01799125
3327,0.01436592
3328,0.01844588
3329,0.01562396
3330,0.01979402
3331,0.03039909
3332,0.03095106
3333,0.01442391
3334,0.03495345
3335,0.03119834
3336,0.02438048
3337,0.01616258
3338,0.02074228
3339,0.01416056
3340,0.02007075
3341,0.01406323
3342,0.02014023
3343,0.02353195
3344,0.02656844
3345,0.01159903
3346,0.01198198
3347,0.01671991
3348,0.01211621
3349,0.03189440
3350,0.01783867
3351,0.01421720
3352,0.01826318
3353,0.01547891
3354,0.01960244
3355,0.03008252
3356,0.03059187
3357,0.01430506
3358,0.03453499
3359,0.03084137
3360,0.02411434
3361,0.01599520
3362,0.02052006
3363,0.01399229
3364,0.01988883
3365,0.01392877
3366,0.01995834
3367,0.02327767
3368,0.02633325
3369,0.01148183
3370,0.01188653
3371,0.01656695
3372,0.01201831
3373,0.03158565
3374,0.01768860
3375,0.01407159
3376,0.01808392
3377,0.01533649
3378,0.01941409
3379,0.02977232
3380,0.03024036
3381,0.01418804
3382,0.03412598
3383,0.03049223
3384,0.02385399
3385,0.01583123
3386,0.02030249
3387,0.01382779
3388,0.01971018
3389,0.01379680
3390,0.01977964
3391,0.02302839
3392,0.02610209
3393,0.01136687
3394,0.01179272
3395,0.01641680
3396,0.01192195
3397,0.03128247
3398,0.01754099
3399,0.01392900
3400,0.01790800
3401,0.01519661
3402,0.01922889
3403,0.02946831
3404,0.02989629
3405,0.01407281
3406,0.03372609
3407,0.03015065
3408,0.02359926
3409,0.01567056
3410,0.02008943
3411,0.01366694
3412,0.01953469
3413,0.01366724
3414,0.01960404
3415,0.02278397
3416,0.02587485
3417,0.01125410
3418,0.01170051
3419,0.01626938
3420,0.01182710
3421,0.03098472
3422,0.01739576
3423,0.01378933
3424,0.01773533
3425,0.01505923
3426,0.01904676
3427,0.02917031
3428,0.02955944
3429,0.01395934
3430,0.03333504
3431,0.02981639
3432,0.02334997
3433,0.01551308
3434,0.01988074
3435,0.01350963
3436,0.01936229
3437,0.01354004
3438,0.01943147
3439,0.02254427
3440,0.02565142
3441,0.01114346
3442,0.01160986
3443,0.01612463
3444,0.01173371
3445,0.03069227
3446,0.01725286
3447,0.01365250
3448,0.01756584
3449,0.01492427
3450,0.01886764
3451,0.02887814
3452,0.02922960
3453,0.01384758
3454,0.03295253
3455,0.02948923
3456,0.02310593
3457,0.01535870
3458,0.01967629
3459,0.01335574
3460,0.01919289
3461,0.01341513
3462,0.01926185
3463,0.02230917
3464,0.02543172
3465,0.01103490
3466,0.01152073
3467,0.01598246
3468,0.01164176
3469,0.03040496
3470,0.01711223
3471,0.01351840
3472,0.01739942
3473,0.01479167
3474,0.01869145
3475,0.02859163
3476,0.02890656
3477,0.01373750
3478,0.03257829
3479,0.02916894
3480,0.02286698
3481,0.01520733
3482,0.01947594
3483,0.01320516
3484,0.01902641
3485,0.01329244
3486,0.01909510
3487,0.02207854
3488,0.02521565
3489,0.01092834
3490,0.01143306
3491,0.01584280
3492,0.01155122
3493,0.03012268
3494,0.01697382
3495,0.01338697
3496,0.01723600
3497,0.01466137
3498,0.01851812
3499,0.02831063
3500,0.02859011
3501,0.01362905
3502,0.03221206
3503,0.02885530
3504,0.02263297
3505,0.01505887
3506,0.01927957
3507,0.01305780
3508,0.01886278
3509,0.01317192
3510,0.01893115
3511,0.02185227
3512,0.02500312
3513,0.01082375
3514,0.01134684
3515,0.01570559
3516,0.01146205
3517,0.02984529
3518,0.01683757
3519,0.01325811
3520,0.01707551
3521,0.01453332
3522,0.01834759
3523,0.02803498
3524,0.02828007
3525,0.01352221
3526,0.03185359
3527,0.02854811
3528,0.02240375
3529,0.01491325
3530,0.01908706
3531,0.01291355
3532,0.01870192
3533,0.01305351
3534,0.01876992
3535,0.02163023
3536,0.02479404
3537,0.01072106
3538,0.01126201
3539,0.01557075
3540,0.01137422
3541,0.02957266
3542,0.01670343
3543,0.01313176
3544,0.01691786
3545,0.01440746
3546,0.01817979
3547,0.02776453
3548,0.02797625
3549,0.01341693
3550,0.03150263
3551,0.02824718
3552,0.02217916
3553,0.01477038
3554,0.01889830
3555,0.01277231
3556,0.01854377
3557,0.01293714
3558,0.01861135
3559,0.02141231
3560,0.02458833
3561,0.01062022
3562,0.01117855
3563,0.01543823
3564,0.01128770
3565,0.02930468
3566,0.01657134
3567,0.01300783
3568,0.01676298
3569,0.01428372
3570,0.01801467
3571,0.02749913
3572,0.02767847
3573,0.01331319
3574,0.03115896
3575,0.02795231
3576,0.02195908
3577,0.01463019
3578,0.01871318
3579,0.01263400
3580,0.01838824
3581,0.01282278
3582,0.01845537
3583,0.02119841
3584,0.02438590
3585,0.01052120
3586,0.01109641
3587,0.01530796
3588,0.01120247
3589,0.02904124
3590,0.01644127
3591,0.01288626
3592,0.01661081
3593,0.01416207
3594,0.01785215
3595,0.02723865
3596,0.02738656
3597,0.01321095
3598,0.03082235
3599,0.02766333
3600,0.02174336
3601,0.01449259
3602,0.01853158
3603,0.01249852
3604,0.01823528
3605,0.01271036
3606,0.01830192
3607,0.02098842
3608,0.02418668
3609,0.01042393
3610,0.01101556
3611,0.01517988
3612,0.01111849
3613,0.02878222
3614,0.01631316
3615,0.01276697
3616,0.01646127
3617,0.01404245
3618,0.01769219
3619,0.02698295
3620,0.02710036
3621,0.01311019
3622,0.03049259
3623,0.02738005
3624,0.02153187
3625,0.01435752
3626,0.01835342
3627,0.01236580
3628,0.01808483
3629,0.01259984
3630,0.01815094
3631,0.02078224
3632,0.02399059
3633,0.01032838
3634,0.01093598
3635,0.01505394
3636,0.01103574
3637,0.02852750
3638,0.01618697
3639,0.01264990
3640,0.01631430
3641,0.01392481
3642,0.01753472
3643,0.02673191
3644,0.02681970
3645,0.01301086
3646,0.03016948
3647,0.02710233
3648,0.02132450
3649,0.01422491
3650,0.01817859
3651,0.01223575
3652,0.01793681
3653,0.01249116
3654,0.01800237
3655,0.02057977
3656,0.02379756
3657,0.01023450
3658,0.01085762
3659,0.01493008
3660,0.01095419
3661,0.02827700
3662,0.01606266
3663,0.01253500
3664,0.01616983
3665,0.01380911
3666,0.01737969
3667,0.02648539
3668,0.02654443
3669,0.01291294
3670,0.02985282
3671,0.02682998
3672,0.02112112
3673,0.01409468
3674,0.01800701
3675,0.01210829
3676,0.01779117
3677,0.01238429
3678,0.01785615
3679,0.02038091
3680,0.02360752
3681,0.01014224
3682,0.01078047
3683,0.01480826
3684,0.01087381
3685,0.02803060
3686,0.01594017
3687,0.01242219
3688,0.01602781
3689,0.01369529
3690,0.01722705
3691,0.02624328
3692,0.02627440
3693,0.01281640
3694,0.02954242
3695,0.02656287
3696,0.02092163
3697,0.01396678
3698,0.01783857
3699,0.01198334
3700,0.01764786
3701,0.01227917
3702,0.01771222
3703,0.02018558
3704,0.02342038
3705,0.01005157
3706,0.01070448
3707,0.01468841
3708,0.01079459
3709,0.02778820
3710,0.01581948
3711,0.01231142
3712,0.01588817
3713,0.01358331
3714,0.01707675
3715,0.02600546
3716,0.02600947
3717,0.01272121
3718,0.02923810
3719,0.02630084
3720,0.02072590
3721,0.01384114
3722,0.01767319
3723,0.01186085
3724,0.01750681
3725,0.01217577
3726,0.01757053
3727,0.01999368
3728,0.02323610
3729,0.00996245
3730,0.01062964
3731,0.01457049
3732,0.01071650
3733,0.02754972
3734,0.01570053
3735,0.01220263
3736,0.01575085
3737,0.01347313
3738,0.01692872
3739,0.02577182
3740,0.02574950
3741,0.01262735
3742,0.02893969
3743,0.02604375
3744,0.02053383
3745,0.01371770
3746,0.01751080
3747,0.01174072
3748,0.01736797
3749,0.01207404
3750,0.01743102
3751,0.01980514
3752,0.02305460
3753,0.00987484
3754,0.01055591
3755,0.01445445
3756,0.01063950
3757,0.02731505
3758,0.01558330
3759,0.01209578
3760,0.01561580
3761,0.01336470
3762,0.01678294
3763,0.02554225
3764,0.02549435
3765,0.01253479
3766,0.02864702
3767,0.02579146
3768,0.02034532
3769,0.01359641
3770,0.01735130
3771,0.01162291
3772,0.01723129
3773,0.01197393
3774,0.01729366
3775,0.01961985
3776,0.02287581
3777,0.00978870
3778,0.01048327
3779,0.01434024
3780,0.01056359
3781,0.02708412
3782,0.01546774
3783,0.01199080
3784,0.01548296
3785,0.01325800
3786,0.01663933
3787,0.02531665
3788,0.02524390
3789,0.01244350
3790,0.02835992
3791,0.02554383
3792,0.02016028
3793,0.01347720
3794,0.01719462
3795,0.01150734
3796,0.01709672
3797,0.01187542
3798,0.01715838
3799,0.01943776
3800,0.02269969
3801,0.00970399
3802,0.01041169
3803,0.01422783
3804,0.01048874
3805,0.02685682
3806,0.01535381
3807,0.01188764
3808,0.01535229
3809,0.01315296
3810,0.01649787
3811,0.02509491
3812,0.02499803
3813,0.01235346
3814,0.02807824
3815,0.02530075
3816,0.01997860
3817,0.01336002
3818,0.01704069
3819,0.01139395
3820,0.01696420
3821,0.01177847
3822,0.01702514
3823,0.01925876
3824,0.02252616
3825,0.00962069
3826,0.01034116
3827,0.01411716
3828,0.01041492
3829,0.02663309
3830,0.01524149
3831,0.01178627
3832,0.01522372
3833,0.01304957
3834,0.01635851
3835,0.02487694
3836,0.02475661
3837,0.01226464
3838,0.02780184
3839,0.02506209
3840,0.01980020
3841,0.01324483
3842,0.01688943
3843,0.01128268
3844,0.01683370
3845,0.01168303
3846,0.01689390
3847,0.01908280
3848,0.02235518
3849,0.00953875
3850,0.01027163
3851,0.01400820
3852,0.01034212
3853,0.02641283
3854,0.01513074
3855,0.01168662
3856,0.01509721
3857,0.01294777
3858,0.01622119
3859,0.02466265
3860,0.02451952
3861,0.01217702
3862,0.02753056
3863,0.02482773
3864,0.01962499
3865,0.01313157
3866,0.01674078
3867,0.01117347
3868,0.01670517
3869,0.01158907
3870,0.01676460
3871,0.01890980
3872,0.02218668
3873,0.00945815
3874,0.01020310
3875,0.01390090
3876,0.01027032
3877,0.02619597
3878,0.01502152
3879,0.01158867
3880,0.01497272
3881,0.01284754
3882,0.01608588
3883,0.02445193
3884,0.02428666
3885,0.01209057
3886,0.02726427
3887,0.02459756
3888,0.01945288
3889,0.01302019
3890,0.01659467
3891,0.01106628
3892,0.01657855
3893,0.01149655
3894,0.01663722
3895,0.01873968
3896,0.02202061
3897,0.00937885
3898,0.01013553
3899,0.01379524
3900,0.01019948
3901,0.02598242
3902,0.01491380
3903,0.01149235
3904,0.01485019
3905,0.01274883
3906,0.01595254
3907,0.02424471
3908,0.02405791
3909,0.01200528
3910,0.02700284
3911,0.02437146
3912,0.01928380
3913,0.01291064
3914,0.01645102
3915,0.01096103
3916,0.01645381
3917,0.01140546
3918,0.01651169
3919,0.01857239
3920,0.02185691
3921,0.00930082
3922,0.01006892
3923,0.01369116
3924,0.01012961
3925,0.02577213
3926,0.01480755
3927,0.01139764
3928,0.01472957
3929,0.01265162
3930,0.01582112
3931,0.02404090
3932,0.02383317
3933,0.01192112
3934,0.02674613
3935,0.02414933
3936,0.01911765
3937,0.01280289
3938,0.01630979
3939,0.01085769
3940,0.01633091
3941,0.01131574
3942,0.01638799
3943,0.01840784
3944,0.02169554
3945,0.00922404
3946,0.01000322
3947,0.01358863
3948,0.01006067
3949,0.02556501
3950,0.01470274
3951,0.01130448
3952,0.01461084
3953,0.01255587
3954,0.01569160
3955,0.02384041
3956,0.02361234
3957,0.01183807
3958,0.02649402
3959,0.02393107
3960,0.01895437
3961,0.01269688
3962,0.01617091
3963,0.01075620
3964,0.01620980
3965,0.01122737
3966,0.01626607
3967,0.01824598
3968,0.02153645
3969,0.00914846
3970,0.00993844
3971,0.01348762
3972,0.00999265
3973,0.02536099
3974,0.01459934
3975,0.01121285
3976,0.01449394
3977,0.01246154
3978,0.01556392
3979,0.02364316
3980,0.02339533
3981,0.01175610
3982,0.02624639
3983,0.02371658
3984,0.01879388
3985,0.01259258
3986,0.01603431
3987,0.01065651
3988,0.01609045
3989,0.01114032
3990,0.01614590
3991,0.01808674
3992,0.02137959
3993,0.00907408
3994,0.00987454
3995,0.01338809
3996,0.00992553
3997,0.02516001
3998,0.01449733
3999,0.01112271
4000,0.01437883
4001,0.01236862
4002,0.01543805
4003,0.02344908
4004,0.02318202
4005,0.01167521
4006,0.02600312
4007,0.02350576
4008,0.01863612
4009,0.01248994
4010,0.01589995
4011,0.01055859
4012,0.01597281
4013,0.01105456
4014,0.01602744
4015,0.01793006
4016,0.02122491
4017,0.00900085
4018,0.00981151
4019,0.01329002
4020,0.00985930
4021,0.02496199
4022,0.01439667
4023,0.01103400
4024,0.01426548
4025,0.01227706
4026,0.01531395
4027,0.02325810
4028,0.02297235
4029,0.01159536
4030,0.02576411
4031,0.02329852
4032,0.01848100
4033,0.01238892
4034,0.01576777
4035,0.01046237
4036,0.01585685
4037,0.01097006
4038,0.01591065
4039,0.01777588
4040,0.02107236
4041,0.00892876
4042,0.00974933
4043,0.01319336
4044,0.00979393
4045,0.02476688
4046,0.01429733
4047,0.01094672
4048,0.01415383
4049,0.01218684
4050,0.01519159
4051,0.02307013
4052,0.02276620
4053,0.01151653
4054,0.02552924
4055,0.02309476
4056,0.01832847
4057,0.01228948
4058,0.01563772
4059,0.01036782
4060,0.01574254
4061,0.01088680
4062,0.01579549
4063,0.01762416
4064,0.02092190
4065,0.00885777
4066,0.00968797
4067,0.01309809
4068,0.00972940
4069,0.02457462
4070,0.01419929
4071,0.01086080
4072,0.01404387
4073,0.01209793
4074,0.01507094
4075,0.02288511
4076,0.02256351
4077,0.01143872
4078,0.02529840
4079,0.02289442
4080,0.01817846
4081,0.01219160
4082,0.01550974
4083,0.01027489
4084,0.01562983
4085,0.01080474
4086,0.01568193
4087,0.01747482
4088,0.02077350
4089,0.00878786
4090,0.00962743
4091,0.01300417
4092,0.00966572
4093,0.02438513
4094,0.01410253
4095,0.01077624
4096,0.01393554
4097,0.01201029
4098,0.01495196
4099,0.02270297
4100,0.02236418
4101,0.01136190
4102,0.02507150
4103,0.02269739
4104,0.01803091
4105,0.01209522
4106,0.01538378
4107,0.01018355
4108,0.01551869
4109,0.01072386
4110,0.01556995
4111,0.01732781
4112,0.02062709
4113,0.00871902
4114,0.00956769
4115,0.01291158
4116,0.00960285
4117,0.02419837
4118,0.01400702
4119,0.01069299
4120,0.01382882
4121,0.01192391
4122,0.01483462
4123,0.02252365
4124,0.02216813
4125,0.01128605
4126,0.02484844
4127,0.02250360
4128,0.01788576
4129,0.01200032
4130,0.01525980
4131,0.01009376
4132,0.01540910
4133,0.01064414
4134,0.01545950
4135,0.01718309
4136,0.02048266
4137,0.00865121
4138,0.00950873
4139,0.01282029
4140,0.00954078
4141,0.02401427
4142,0.01391273
4143,0.01061101
4144,0.01372366
4145,0.01183876
4146,0.01471888
4147,0.02234707
4148,0.02197529
4149,0.01121116
4150,0.02462912
4151,0.02231297
4152,0.01774295
4153,0.01190687
4154,0.01513776
4155,0.01000547
4156,0.01530102
4157,0.01056555
4158,0.01535056
4159,0.01704061
4160,0.02034014
4161,0.00858441
4162,0.00945053
4163,0.01273027
4164,0.00947950
4165,0.02383279
4166,0.01381965
4167,0.01053029
4168,0.01362004
4169,0.01175481
4170,0.01460472
4171,0.02217318
4172,0.02178558
4173,0.01113720
4174,0.02441346
4175,0.02212543
4176,0.01760242
4177,0.01181482
4178,0.01501760
4179,0.00991866
4180,0.01519441
4181,0.01048807
4182,0.01524309
4183,0.01690030
4184,0.02019952
4185,0.00851860
4186,0.00939307
4187,0.01264149
4188,0.00941899
4189,0.02365386
4190,0.01372774
4191,0.01045080
4192,0.01351792
4193,0.01167203
4194,0.01449211
4195,0.02200192
4196,0.02159893
4197,0.01106416
4198,0.02420135
4199,0.02194090
4200,0.01746413
4201,0.01172415
4202,0.01489928
4203,0.00983328
4204,0.01508925
4205,0.01041167
4206,0.01513706
4207,0.01676213
4208,0.02006074
4209,0.00845376
4210,0.00933636
4211,0.01255393
4212,0.00935924
4213,0.02347743
4214,0.01363699
4215,0.01037249
4216,0.01341728
4217,0.01159041
4218,0.01438101
4219,0.02183323
4220,0.02141526
4221,0.01099203
4222,0.02399273
4223,0.02175930
4224,0.01732801
4225,0.01163483
4226,0.01478276
4227,0.00974930
4228,0.01498551
4229,0.01033633
4230,0.01503245
4231,0.01662605
4232,0.01992378
4233,0.00838987
4234,0.00928035
4235,0.01246757
4236,0.00930023
4237,0.02330345
4238,0.01354737
4239,0.01029536
4240,0.01331807
4241,0.01150991
4242,0.01427139
4243,0.02166704
4244,0.02123451
4245,0.01092078
4246,0.02378749
4247,0.02158058
4248,0.01719401
4249,0.01154682
4250,0.01466801
4251,0.00966668
4252,0.01488315
4253,0.01026203
4254,0.01492923
4255,0.01649201
4256,0.01978859
4257,0.00832691
4258,0.00922506
4259,0.01238237
4260,0.00924195
4261,0.02313188
4262,0.01345886
4263,0.01021937
4264,0.01322027
4265,0.01143052
4266,0.01416324
4267,0.02150332
4268,0.02105660
4269,0.01085041
4270,0.02358557
4271,0.02140467
4272,0.01706209
4273,0.01146010
4274,0.01455497
4275,0.00958540
4276,0.01478216
4277,0.01018875
4278,0.01482737
4279,0.01635997
4280,0.01965515
4281,0.00826486
4282,0.00917045
4283,0.01229831
4284,0.00918439
4285,0.02296265
4286,0.01337145
4287,0.01014449
4288,0.01312385
4289,0.01135221
4290,0.01405651
4291,0.02134199
4292,0.02088148
4293,0.01078089
4294,0.02338689
4295,0.02123149
4296,0.01693220
4297,0.01137465
4298,0.01444361
4299,0.00950542
4300,0.01468250
4301,0.01011646
4302,0.01472684
4303,0.01622988
4304,0.01952342
4305,0.00820369
4306,0.00911652
4307,0.01221538
4308,0.00912754
4309,0.02279574
4310,0.01328511
4311,0.01007070
4312,0.01302879
4313,0.01127496
4314,0.01395119
4315,0.02118302
4316,0.02070908
4317,0.01071222
4318,0.02319136
4319,0.02106099
4320,0.01680429
4321,0.01129042
4322,0.01433390
4323,0.00942671
4324,0.01458415
4325,0.01004516
4326,0.01462762
4327,0.01610171
4328,0.01939336
4329,0.00814340
4330,0.00906326
4331,0.01213354
4332,0.00907137
4333,0.02263108
4334,0.01319982
4335,0.00999798
4336,0.01293504
4337,0.01119876
4338,0.01384725
4339,0.02102634
4340,0.02053934
4341,0.01064437
4342,0.02299892
4343,0.02089311
4344,0.01667831
4345,0.01120740
4346,0.01422579
4347,0.00934925
4348,0.01448708
4349,0.00997480
4350,0.01452968
4351,0.01597541
4352,0.01926494
4353,0.00808396
4354,0.00901064
4355,0.01205278
4356,0.00901589
4357,0.02246864
4358,0.01311556
4359,0.00992630
4360,0.01284260
4361,0.01112357
4362,0.01374466
4363,0.02087191
4364,0.02037220
4365,0.01057734
4366,0.02280950
4367,0.02072778
4368,0.01655423
4369,0.01112556
4370,0.01411926
4371,0.00927300
4372,0.01439126
4373,0.00990539
4374,0.01443300
4375,0.01585095
4376,0.01913814
4377,0.00802536
4378,0.00895867
4379,0.01197307
4380,0.00896107
4381,0.02230837
4382,0.01303232
4383,0.00985564
4384,0.01275142
4385,0.01104938
4386,0.01364340
4387,0.02071969
4388,0.02020760
4389,0.01051110
4390,0.02262302
4391,0.02056495
4392,0.01643199
4393,0.01104487
4394,0.01401426
4395,0.00919793
4396,0.01429668
4397,0.00983690
4398,0.01433755
4399,0.01572828
4400,0.01901292
4401,0.00796757
4402,0.00890732
4403,0.01189440
4404,0.00890691
4405,0.02215022
4406,0.01295007
4407,0.00978598
4408,0.01266150
4409,0.01097617
4410,0.01354344
4411,0.02056962
4412,0.02004549
4413,0.01044565
4414,0.02243942
4415,0.02040457
4416,0.01631156
4417,0.01096532
4418,0.01391077
4419,0.00912403
4420,0.01420330
4421,0.00976931
4422,0.01424332
4423,0.01560737
4424,0.01888925
4425,0.00791059
4426,0.00885658
4427,0.01181674
4428,0.00885340
4429,0.02199417
4430,0.01286880
4431,0.00971730
4432,0.01257279
4433,0.01090392
4434,0.01344476
4435,0.02042166
4436,0.01988580
4437,0.01038097
4438,0.02225863
4439,0.02024658
4440,0.01619291
4441,0.01088687
4442,0.01380875
4443,0.00905125
4444,0.01411111
4445,0.00970260
4446,0.01415027
4447,0.01548817
4448,0.01876710
4449,0.00785439
4450,0.00880645
4451,0.01174007
4452,0.00880051
4453,0.02184016
4454,0.01278849
4455,0.00964958
4456,0.01248528
4457,0.01083261
4458,0.01334734
4459,0.02027577
4460,0.01972850
4461,0.01031705
4462,0.02208060
4463,0.02009092
4464,0.01607598
4465,0.01080951
4466,0.01370817
4467,0.00897959
4468,0.01402008
4469,0.00963676
4470,0.01405838
4471,0.01537067
4472,0.01864645
4473,0.00779896
4474,0.00875691
4475,0.01166438
4476,0.00874825
4477,0.02168816
4478,0.01270912
4479,0.00958279
4480,0.01239894
4481,0.01076222
4482,0.01325115
4483,0.02013190
4484,0.01957352
4485,0.01025387
4486,0.02190525
4487,0.01993755
4488,0.01596074
4489,0.01073321
4490,0.01360900
4491,0.00890900
4492,0.01393019
4493,0.00957177
4494,0.01396764
4495,0.01525482
4496,0.01852727
4497,0.00774429
4498,0.00870796
4499,0.01158964
4500,0.00869660
4501,0.02153813
4502,0.01263069
4503,0.00951692
4504,0.01231375
4505,0.01069274
4506,0.01315618
4507,0.01999001
4508,0.01942082
4509,0.01019143
4510,0.02173254
4511,0.01978642
4512,0.01584716
4513,0.01065794
4514,0.01351122
4515,0.00883948
4516,0.01384142
4517,0.00950762
4518,0.01387802
4519,0.01514058
4520,0.01840953
4521,0.00769035
4522,0.00865957
4523,0.01151584
4524,0.00864555
4525,0.02139003
4526,0.01255316
4527,0.00945194
4528,0.01222968
4529,0.01062414
4530,0.01306239
4531,0.01985007
4532,0.01927035
4533,0.01012971
4534,0.02156240
4535,0.01963748
4536,0.01573520
4537,0.01058370
4538,0.01341478
4539,0.00877099
4540,0.01375375
4541,0.00944428
4542,0.01378950
4543,0.01502793
4544,0.01829320
4545,0.00763715
4546,0.00861174
4547,0.01144296
4548,0.00859508
4549,0.02124383
4550,0.01247652
4551,0.00938785
4552,0.01214673
4553,0.01055642
4554,0.01296977
4555,0.01971202
4556,0.01912206
4557,0.01006869
4558,0.02139477
4559,0.01949069
4560,0.01562482
4561,0.01051045
4562,0.01331967
4563,0.00870352
4564,0.01366715
4565,0.00938174
4566,0.01370207
4567,0.01491684
4568,0.01817827
4569,0.00758465
4570,0.00856446
4571,0.01137099
4572,0.00854520
4573,0.02109949
4574,0.01240077
4575,0.00932461
4576,0.01206485
4577,0.01048956
4578,0.01287831
4579,0.01957585
4580,0.01897591
4581,0.01000838
4582,0.02122961
4583,0.01934599
4584,0.01551599
4585,0.01043818
4586,0.01322586
4587,0.00863703
4588,0.01358161
4589,0.00931999
4590,0.01361569
4591,0.01480727
4592,0.01806469
4593,0.00753285
4594,0.00851772
4595,0.01129990
4596,0.00849589
4597,0.02095697
4598,0.01232588
4599,0.00926222
4600,0.01198404
4601,0.01042353
4602,0.01278797
4603,0.01944149
4604,0.01883184
4605,0.00994875
4606,0.02106686
4607,0.01920334
4608,0.01540868
4609,0.01036687
4610,0.01313332
4611,0.00857152
4612,0.01349712
4613,0.00925902
4614,0.01353036
4615,0.01469919
4616,0.01795246
4617,0.00748173
4618,0.00847152
4619,0.01122968
4620,0.00844714
4621,0.02081625
4622,0.01225184
4623,0.00920066
4624,0.01190428
4625,0.01035832
4626,0.01269874
4627,0.01930893
4628,0.01868982
4629,0.00988979
4630,0.02090647
4631,0.01906270
4632,0.01530286
4633,0.01029650
4634,0.01304203
4635,0.00850695
4636,0.01341364
4637,0.00919880
4638,0.01344605
4639,0.01459257
4640,0.01784154
4641,0.00743128
4642,0.00842583
4643,0.01116031
4644,0.00839895
4645,0.02067728
4646,0.01217864
4647,0.00913990
4648,0.01182553
4649,0.01029393
4650,0.01261060
4651,0.01917813
4652,0.01854981
4653,0.00983150
4654,0.02074838
4655,0.01892404
4656,0.01519850
4657,0.01022705
4658,0.01295195
4659,0.00844332
4660,0.01333116
4661,0.00913933
4662,0.01336275
4663,0.01448739
4664,0.01773192
4665,0.00738149
4666,0.00838066
4667,0.01109178
4668,0.00835129
4669,0.02054004
4670,0.01210626
4671,0.00907994
4672,0.01174780
4673,0.01023032
4674,0.01252353
4675,0.01904904
4676,0.01841176
4677,0.00977386
4678,0.02059256
4679,0.01878730
4680,0.01509556
4681,0.01015850
4682,0.01286307
4683,0.00838059
4684,0.01324966
4685,0.00908059
4686,0.01328044
4687,0.01438361
4688,0.01762357
4689,0.00733235
4690,0.00833599
4691,0.01102407
4692,0.00830417
4693,0.02040450
4694,0.01203468
4695,0.00902076
4696,0.01167104
4697,0.01016750
4698,0.01243751
4699,0.01892165
4700,0.01827564
4701,0.00971686
4702,0.02043894
4703,0.01865245
4704,0.01499401
4705,0.01009084
4706,0.01277536
4707,0.00831875
4708,0.01316913
4709,0.00902256
4710,0.01319909
4711,0.01428121
4712,0.01751647
4713,0.00728383
4714,0.00829181
4715,0.01095717
4716,0.00825757
4717,0.02027062
4718,0.01196391
4719,0.00896234
4720,0.01159526
4721,0.01010544
4722,0.01235253
4723,0.01879590
4724,0.01814140
4725,0.00966050
4726,0.02028750
4727,0.01851945
4728,0.01489384
4729,0.01002405
4730,0.01268881
4731,0.00825779
4732,0.01308955
4733,0.00896524
4734,0.01311870
4735,0.01418017
4736,0.01741059
4737,0.00723594
4738,0.00824813
4739,0.01089106
4740,0.00821149
4741,0.02013837
4742,0.01189391
4743,0.00890467
4744,0.01152042
4745,0.01004413
4746,0.01226856
4747,0.01867178
4748,0.01800900
4749,0.00960475
4750,0.02013818
4751,0.01838827
4752,0.01479500
4753,0.00995811
4754,0.01260337
4755,0.00819768
4756,0.01301090
4757,0.00890862
4758,0.01303925
4759,0.01408045
4760,0.01730592
4761,0.00718866
4762,0.00820491
