Iteration,Training_Error
1655,0.17950690
1656,0.11603003
1657,0.06841307
1658,0.09161484
1659,0.06413432
1660,0.06176641
1661,0.04891120
1662,0.05853371
1663,0.07593509
1664,0.06900599
1665,0.04058058
1666,0.03265141
1667,0.05645837
1668,0.02971510
1669,0.08931058
1670,0.04588617
1671,0.05838138
1672,0.05346449
1673,0.03965273
1674,0.05011466
1675,0.09514282
1676,0.11060384
1677,0.03502432
1678,0.19729470
1679,0.16581952
1680,0.10945610
1681,0.06452592
1682,0.08672479
1683,0.06139161
1684,0.05955854
1685,0.04669107
1686,0.05666289
1687,0.07391354
1688,0.06751120
1689,0.03906214
1690,0.03157875
1691,0.05407585
1692,0.02889896
1693,0.08719074
1694,0.04477870
1695,0.05602958
1696,0.05227335
1697,0.03905749
1698,0.04925889
1699,0.09282462
1700,0.10731907
1701,0.03416760
1702,0.18361124
1703,0.15430098
1704,0.10367683
1705,0.06120625
1706,0.08244767
1707,0.05890479
1708,0.05752443
1709,0.04471625
1710,0.05493567
1711,0.07197777
1712,0.06606849
1713,0.03765176
1714,0.03060773
1715,0.05191715
1716,0.02815531
1717,0.08517918
1718,0.04372201
1719,0.05379015
1720,0.05109370
1721,0.03844138
1722,0.04840799
1723,0.09059096
1724,0.10422339
1725,0.03336262
1726,0.17181936
1727,0.14445671
1728,0.09854127
1729,0.05831904
1730,0.07865524
1731,0.05662627
1732,0.05565150
1733,0.04294954
1734,0.05333915
1735,0.07012769
1736,0.06468046
1737,0.03634290
1738,0.02972335
1739,0.04995634
1740,0.02747434
1741,0.08326644
1742,0.04271526
1743,0.05167495
1744,0.04993577
1745,0.03781363
1746,0.04756585
1747,0.08843436
1748,0.10129417
1749,0.03260509
1750,0.16155574
1751,0.13593494
1752,0.09393879
1753,0.05576898
1754,0.07525371
1755,0.05452055
1756,0.05392447
1757,0.04135887
1758,0.05185952
1759,0.06836063
1760,0.06334683
1761,0.03512755
1762,0.02891259
1763,0.04816888
1764,0.02684710
1765,0.08144369
1766,0.04175673
1767,0.04968668
1768,0.04880622
1769,0.03718117
1770,0.04673571
1771,0.08635019
1772,0.09851351
1773,0.03189096
1774,0.15254197
1775,0.12847729
1776,0.08978475
1777,0.05348803
1778,0.07217401
1779,0.05256145
1780,0.05232794
1781,0.03991745
1782,0.05048365
1783,0.06667267
1784,0.06206586
1785,0.03399743
1786,0.02816458
1787,0.04653287
1788,0.02626584
1789,0.07970296
1790,0.04084418
1791,0.04782286
1792,0.04770917
1793,0.03654919
1794,0.04592005
1795,0.08433536
1796,0.09586703
1797,0.03121651
1798,0.14456122
1799,0.12188912
1800,0.08601260
1801,0.05142672
1802,0.06936444
1803,0.05072950
1804,0.05084756
1805,0.03860318
1806,0.04919972
1807,0.06505938
1808,0.06083517
1809,0.03294457
1810,0.02747035
1811,0.04502933
1812,0.02572402
1813,0.07803719
1814,0.03997511
1815,0.04607820
1816,0.04664701
1817,0.03592163
1818,0.04512071
1819,0.08238754
1820,0.09334298
1821,0.03057835
1822,0.13744248
1823,0.11602085
1824,0.08256892
1825,0.04954830
1826,0.06678539
1827,0.04900992
1828,0.04947044
1829,0.03739793
1830,0.04799732
1831,0.06351621
1832,0.05965210
1833,0.03196159
1834,0.02682258
1835,0.04364199
1836,0.02521622
1837,0.07644020
1838,0.03914695
1839,0.04444594
1840,0.04562084
1841,0.03530139
1842,0.04433897
1843,0.08050479
1844,0.09093153
1845,0.02997340
1846,0.13104954
1847,0.11075551
1848,0.07941018
1849,0.04782483
1850,0.06440588
1851,0.04739116
1852,0.04818521
1853,0.03628678
1854,0.04686746
1855,0.06203875
1856,0.05851401
1857,0.03104181
1858,0.02621527
1859,0.04235696
1860,0.02473796
1861,0.07490658
1862,0.03835712
1863,0.04291872
1864,0.04463087
1865,0.03469065
1866,0.04357562
1867,0.07868528
1868,0.08862433
1869,0.02939885
1870,0.12527288
1871,0.10600037
1872,0.07650048
1873,0.04623460
1874,0.06220110
1875,0.04586395
1876,0.04698195
1877,0.03525744
1878,0.04580239
1879,0.06062284
1880,0.05741834
1881,0.03017923
1882,0.02564354
1883,0.04116242
1884,0.02428556
1885,0.07343161
1886,0.03760312
1887,0.04148902
1888,0.04367668
1889,0.03409096
1890,0.04283110
1891,0.07692719
1892,0.08641414
1893,0.02885217
1894,0.12002371
1895,0.10168092
1896,0.07380990
1897,0.04476038
1898,0.06015081
1899,0.04442057
1900,0.04585205
1901,0.03429973
1902,0.04479548
1903,0.05926461
1904,0.05636268
1905,0.02936851
1906,0.02510334
1907,0.04004825
1908,0.02385599
1909,0.07201118
1910,0.03688258
1911,0.04014954
1912,0.04275746
1913,0.03350342
1914,0.04210556
1915,0.07522869
1916,0.08429461
1917,0.02833110
1918,0.11522943
1919,0.09773663
1920,0.07131327
1921,0.04338820
1922,0.05823819
1923,0.04305448
1924,0.04478801
1925,0.03340516
1926,0.04384101
1927,0.05796047
1928,0.05534480
1929,0.02860489
1930,0.02459133
1931,0.03900580
1932,0.02344674
1933,0.07064166
1934,0.03619326
1935,0.03889329
1936,0.04187213
1937,0.03292877
1938,0.04139894
1939,0.07358789
1940,0.08226010
1941,0.02783359
1942,0.11083024
1943,0.09411787
1944,0.06898927
1945,0.04210658
1946,0.05644904
1947,0.04175994
1948,0.04378336
1949,0.03256660
1950,0.04293407
1951,0.05670716
1952,0.05436262
1953,0.02788415
1954,0.02410472
1955,0.03802765
1956,0.02305573
1957,0.06931988
1958,0.03553306
1959,0.03771372
1960,0.04101942
1961,0.03236749
1962,0.04071102
1963,0.07200291
1964,0.08030555
1965,0.02735779
1966,0.10677647
1967,0.09078350
1968,0.06681969
1969,0.04090591
1970,0.05477125
1971,0.04053188
1972,0.04283243
1973,0.03177803
1974,0.04207039
1975,0.05550165
1976,0.05341424
1977,0.02720256
1978,0.02364116
1979,0.03710735
1980,0.02268120
1981,0.06804301
1982,0.03490005
1983,0.03660474
1984,0.04019801
1985,0.03181981
1986,0.04004148
1987,0.07047182
1988,0.07842639
1989,0.02690207
1990,0.10302659
1991,0.08769919
1992,0.06478887
1993,0.03977805
1994,0.05319435
1995,0.03936572
1996,0.04193031
1997,0.03103434
1998,0.04124628
1999,0.05434118
2000,0.05249787
2001,0.02655678
2002,0.02319865
2003,0.03623936
2004,0.02232168
2005,0.06680852
2006,0.03429244
2007,0.03556075
2008,0.03940651
2009,0.03128585
2010,0.03938991
2011,0.06899271
2012,0.07661847
2013,0.02646493
2014,0.09954561
2015,0.08483602
2016,0.06288329
2017,0.03871605
2018,0.05170922
2019,0.03825734
2020,0.04107267
2021,0.03033113
2022,0.04045850
2023,0.05322322
2024,0.05161189
2025,0.02594384
2026,0.02277548
2027,0.03541882
2028,0.02197591
2029,0.06561415
2030,0.03370857
2031,0.03457660
2032,0.03864355
2033,0.03076556
2034,0.03875584
2035,0.06756370
2036,0.07487799
2037,0.02604502
2038,0.09630387
2039,0.08216951
2040,0.06109117
2041,0.03771385
2042,0.05030786
2043,0.03720293
2044,0.04025573
2045,0.02966462
2046,0.03970422
2047,0.05214544
2048,0.05075477
2049,0.02536111
2050,0.02237017
2051,0.03464150
2052,0.02164282
2053,0.06445786
2054,0.03314693
2055,0.03364757
2056,0.03790779
2057,0.03025881
2058,0.03813879
2059,0.06618292
2060,0.07320147
2061,0.02564115
2062,0.09327603
2063,0.07967873
2064,0.05940225
2065,0.03676622
2066,0.04898321
2067,0.03619901
2068,0.03947616
2069,0.02903153
2070,0.03898093
2071,0.05110569
2072,0.04992511
2073,0.02480620
2074,0.02198141
2075,0.03390366
2076,0.02132146
2077,0.06333776
2078,0.03260612
2079,0.03276939
2080,0.03719792
2081,0.02976543
2082,0.03753825
2083,0.06484855
2084,0.07158569
2085,0.02525221
2086,0.09044034
2087,0.07734572
2088,0.05780748
2089,0.03586853
2090,0.04772901
2091,0.03524238
2092,0.03873099
2093,0.02842901
2094,0.03828641
2095,0.05010198
2096,0.04912159
2097,0.02427700
2098,0.02160806
2099,0.03320202
2100,0.02101103
2101,0.06225216
2102,0.03208486
2103,0.03193812
2104,0.03651269
2105,0.02928514
2106,0.03695369
2107,0.06355882
2108,0.07002768
2109,0.02487723
2110,0.08777801
2111,0.07515496
2112,0.05629888
2113,0.03501670
2114,0.04653966
2115,0.03433007
2116,0.03801762
2117,0.02785454
2118,0.03761868
2119,0.04913248
2120,0.04834300
2121,0.02377159
2122,0.02124911
2123,0.03253367
2124,0.02071081
2125,0.06119949
2126,0.03158198
2127,0.03115021
2128,0.03585090
2129,0.02881768
2130,0.03638460
2131,0.06231199
2132,0.06852467
2133,0.02451528
2134,0.08527273
2135,0.07309298
2136,0.05486940
2137,0.03420712
2138,0.04541016
2139,0.03345934
2140,0.03733369
2141,0.02730590
2142,0.03697596
2143,0.04819549
2144,0.04758817
2145,0.02328826
2146,0.02090365
2147,0.03189602
2148,0.02042015
2149,0.06017829
2150,0.03109639
2151,0.03040242
2152,0.03521142
2153,0.02836274
2154,0.03583045
2155,0.06110640
2156,0.06707409
2157,0.02416557
2158,0.08291022
2159,0.07114800
2160,0.05351275
2161,0.03343654
2162,0.04433601
2163,0.03262764
2164,0.03667712
2165,0.02678114
2166,0.03635666
2167,0.04728942
2168,0.04685606
2169,0.02282546
2170,0.02057087
2171,0.03128675
2172,0.02013850
2173,0.05918722
2174,0.03062711
2175,0.02969179
2176,0.03459318
2177,0.02791997
2178,0.03529075
2179,0.05994043
2180,0.06567353
2181,0.02382734
2182,0.08067799
2183,0.06930970
2184,0.05222331
2185,0.03270206
2186,0.04331316
2187,0.03183264
2188,0.03604604
2189,0.02627851
2190,0.03575932
2191,0.04641281
2192,0.04614564
2193,0.02238178
2194,0.02025001
2195,0.03070380
2196,0.01986532
2197,0.05822500
2198,0.03017322
2199,0.02901564
2200,0.03399515
2201,0.02748906
2202,0.03476501
2203,0.05881251
2204,0.06432074
2205,0.02349992
2206,0.07856499
2207,0.06756898
2208,0.05099606
2209,0.03200109
2210,0.04233796
2211,0.03107212
2212,0.03543875
2213,0.02579644
2214,0.03518265
2215,0.04556427
2216,0.04545597
2217,0.02195595
2218,0.01994042
2219,0.03014530
2220,0.01960018
2221,0.05729046
2222,0.02973388
2223,0.02837150
2224,0.03341640
2225,0.02706964
2226,0.03425274
2227,0.05772116
2228,0.06301361
2229,0.02318267
2230,0.07656147
2231,0.06591778
2232,0.04982645
2233,0.03133127
2234,0.04140707
2235,0.03034408
2236,0.03485373
2237,0.02533352
2238,0.03462546
2239,0.04474252
2240,0.04478617
2241,0.02154680
2242,0.01964146
2243,0.02960957
2244,0.01934263
2245,0.05638250
2246,0.02930830
2247,0.02775715
2248,0.03285601
2249,0.02666138
2250,0.03375348
2251,0.05666491
2252,0.06175014
2253,0.02287503
2254,0.07465874
2255,0.06434895
2256,0.04871042
2257,0.03069046
2258,0.04051748
2259,0.02964661
2260,0.03428960
2261,0.02488850
2262,0.03408664
2263,0.04394636
2264,0.04413540
2265,0.02115329
2266,0.01935256
2267,0.02909510
2268,0.01909230
2269,0.05550005
2270,0.02889578
2271,0.02717055
2272,0.03231313
2273,0.02626393
2274,0.03326679
2275,0.05564239
2276,0.06052846
2277,0.02257647
2278,0.07284903
2279,0.06285610
2280,0.04764427
2281,0.03007674
2282,0.03966644
2283,0.02897796
2284,0.03374510
2285,0.02446022
2286,0.03356522
2287,0.04317467
2288,0.04350286
2289,0.02077444
2290,0.01907321
2291,0.02860050
2292,0.01884884
2293,0.05464215
2294,0.02849565
2295,0.02660982
2296,0.03178698
2297,0.02587695
2298,0.03279223
2299,0.05465225
2300,0.05934679
2301,0.02228650
2302,0.07112541
2303,0.06143352
2304,0.04662464
2305,0.02948833
2306,0.03885145
2307,0.02833649
2308,0.03321909
2309,0.02404764
2310,0.03306026
2311,0.04242637
2312,0.04288782
2313,0.02040939
2314,0.01880292
2315,0.02812452
2316,0.01861191
2317,0.05380785
2318,0.02810729
2319,0.02607326
2320,0.03127680
2321,0.02550011
2322,0.03232938
2323,0.05369322
2324,0.05820345
2325,0.02200469
2326,0.06948163
2327,0.06007608
2328,0.04564848
2329,0.02892363
2330,0.03807021
2331,0.02772070
2332,0.03271051
2333,0.02364982
2334,0.03257093
2335,0.04170048
2336,0.04228956
2337,0.02005730
2338,0.01854123
2339,0.02766602
2340,0.01838121
2341,0.05299627
2342,0.02773013
2343,0.02555932
2344,0.03078187
2345,0.02513308
2346,0.03187785
2347,0.05276406
2348,0.05709687
2349,0.02173060
2350,0.06791206
2351,0.05877914
2352,0.04471301
2353,0.02838117
2354,0.03732063
2355,0.02712915
2356,0.03221840
2357,0.02326590
2358,0.03209644
2359,0.04099606
2360,0.04170742
2361,0.01971746
2362,0.01828772
2363,0.02722395
2364,0.01815647
2365,0.05220655
2366,0.02736363
2367,0.02506655
2368,0.03030155
2369,0.02477553
2370,0.03143726
2371,0.05186360
2372,0.05602551
2373,0.02146387
2374,0.06641159
2375,0.05753854
2376,0.04381569
2377,0.02785960
2378,0.03660076
2379,0.02656053
2380,0.03174189
2381,0.02289507
2382,0.03163608
2383,0.04031221
2384,0.04114077
2385,0.01938917
2386,0.01804199
2387,0.02679735
2388,0.01793742
2389,0.05143791
2390,0.02700732
2391,0.02459363
2392,0.02983519
2393,0.02442717
2394,0.03100723
2395,0.05099070
2396,0.05498796
2397,0.02120414
2398,0.06497562
2399,0.05635049
2400,0.04295419
2401,0.02735768
2402,0.03590884
2403,0.02601360
2404,0.03128017
2405,0.02253661
2406,0.03118916
2407,0.03964811
2408,0.04058900
2409,0.01907181
2410,0.01780369
2411,0.02638535
2412,0.01772382
2413,0.05068957
2414,0.02666071
2415,0.02413936
2416,0.02938222
2417,0.02408768
2418,0.03058741
2419,0.05014428
2420,0.05398285
2421,0.02095108
2422,0.06359993
2423,0.05521154
2424,0.04212637
2425,0.02687428
2426,0.03524323
2427,0.02548721
2428,0.03083248
2429,0.02218985
2430,0.03075506
2431,0.03900297
2432,0.04005154
2433,0.01876479
2434,0.01757246
2435,0.02598713
2436,0.01751545
2437,0.04996081
2438,0.02632338
2439,0.02370262
2440,0.02894206
2441,0.02375677
2442,0.03017747
2443,0.04932330
2444,0.05300887
2445,0.02070437
2446,0.06228069
2447,0.05411856
2448,0.04133025
2449,0.02640833
2450,0.03460242
2451,0.02498028
2452,0.03039812
2453,0.02185418
2454,0.03033320
2455,0.03837603
2456,0.03952785
2457,0.01846757
2458,0.01734799
2459,0.02560194
2460,0.01731209
2461,0.04925093
2462,0.02599493
2463,0.02328238
2464,0.02851419
2465,0.02343417
2466,0.02977707
2467,0.04852677
2468,0.05206479
2469,0.02046374
2470,0.06101440
2471,0.05306868
2472,0.04056403
2473,0.02595887
2474,0.03398501
2475,0.02449181
2476,0.02997646
2477,0.02152901
2478,0.02992304
2479,0.03776658
2480,0.03901742
2481,0.01817967
2482,0.01712996
2483,0.02522909
2484,0.01711354
2485,0.04855926
2486,0.02567497
2487,0.02287769
2488,0.02809811
2489,0.02311959
2490,0.02938591
2491,0.04775373
2492,0.05114943
2493,0.02022893
2494,0.05979783
2495,0.05205929
2496,0.03982603
2497,0.02552500
2498,0.03338972
2499,0.02402086
2500,0.02956689
2501,0.02121382
2502,0.02952405
2503,0.03717395
2504,0.03851975
2505,0.01790061
2506,0.01691809
2507,0.02486794
2508,0.01691962
2509,0.04788517
2510,0.02536315
2511,0.02248768
2512,0.02769335
2513,0.02281278
2514,0.02900368
2515,0.04700326
2516,0.05026167
2517,0.01999967
2518,0.05862806
2519,0.05108799
2520,0.03911470
2521,0.02510589
2522,0.03281534
2523,0.02356654
2524,0.02916886
2525,0.02090812
2526,0.02913578
2527,0.03659751
2528,0.03803439
2529,0.01762996
2530,0.01671211
2531,0.02451790
2532,0.01673014
2533,0.04722804
2534,0.02505915
2535,0.02211152
2536,0.02729947
2537,0.02251347
2538,0.02863009
2539,0.04627450
2540,0.04940042
2541,0.01977574
2542,0.05750235
2543,0.05015255
2544,0.03842860
2545,0.02470076
2546,0.03226077
2547,0.02312803
2548,0.02878185
2549,0.02061145
2550,0.02875775
2551,0.03603664
2552,0.03756088
2553,0.01736734
2554,0.01651176
2555,0.02417841
2556,0.01654494
2557,0.04658729
2558,0.02476263
2559,0.02174847
2560,0.02691604
2561,0.02222143
2562,0.02826488
2563,0.04556660
2564,0.04856466
2565,0.01955692
2566,0.05641821
2567,0.04925096
2568,0.03776640
2569,0.02430890
2570,0.03172497
2571,0.02270455
2572,0.02840537
2573,0.02032338
2574,0.02838956
2575,0.03549077
2576,0.03709880
2577,0.01711236
2578,0.01631682
2579,0.02384897
2580,0.01636387
2581,0.04596236
2582,0.02447331
2583,0.02139783
2584,0.02654266
2585,0.02193641
2586,0.02790778
2587,0.04487877
2588,0.04775341
2589,0.01934300
2590,0.05537333
2591,0.04838132
2592,0.03712686
2593,0.02392964
2594,0.03120698
2595,0.02229537
2596,0.02803897
2597,0.02004352
2598,0.02803081
2599,0.03495935
2600,0.03664775
2601,0.01686467
2602,0.01612704
2603,0.02352909
2604,0.01618678
2605,0.04535271
2606,0.02419091
2607,0.02105894
2608,0.02617895
2609,0.02165819
2610,0.02755852
2611,0.04421024
2612,0.04696574
2613,0.01913381
2614,0.05436557
2615,0.04754191
2616,0.03650882
2617,0.02356235
2618,0.03070591
2619,0.02189982
2620,0.02768221
2621,0.01977149
2622,0.02768111
2623,0.03444185
2624,0.03620735
2625,0.01662396
2626,0.01594222
2627,0.02321832
2628,0.01601352
2629,0.04475784
2630,0.02391516
2631,0.02073121
2632,0.02582455
2633,0.02138655
2634,0.02721687
2635,0.04356027
2636,0.04620073
2637,0.01892914
2638,0.05339296
2639,0.04673112
2640,0.03591121
2641,0.02320645
2642,0.03022091
2643,0.02151725
2644,0.02733471
2645,0.01950694
2646,0.02734012
2647,0.03393777
2648,0.03577722
2649,0.01638991
2650,0.01576215
2651,0.02291626
2652,0.01584396
2653,0.04417724
2654,0.02364581
2655,0.02041406
2656,0.02547911
2657,0.02112127
2658,0.02688260
2659,0.04292817
2660,0.04545754
2661,0.01872885
2662,0.05245365
2663,0.04594745
2664,0.03533302
2665,0.02286140
2666,0.02975120
2667,0.02114705
2668,0.02699608
2669,0.01924956
2670,0.02700749
2671,0.03344664
2672,0.03535700
2673,0.01616224
2674,0.01558664
2675,0.02262250
2676,0.01567797
2677,0.04361043
2678,0.02338262
2679,0.02010698
2680,0.02514231
2681,0.02086216
2682,0.02655547
2683,0.04231326
2684,0.04473534
2685,0.01853275
2686,0.05154593
2687,0.04518952
2688,0.03477332
2689,0.02252669
2690,0.02929607
2691,0.02078866
2692,0.02666596
2693,0.01899902
2694,0.02668292
2695,0.03296799
2696,0.03494638
2697,0.01594068
2698,0.01541551
2699,0.02233668
2700,0.01551545
2701,0.04305698
2702,0.02312538
2703,0.01980947
2704,0.02481383
2705,0.02060901
2706,0.02623527
2707,0.04171490
2708,0.04403335
2709,0.01834072
2710,0.05066821
2711,0.04445604
2712,0.03423123
2713,0.02220184
2714,0.02885481
2715,0.02044153
2716,0.02634403
2717,0.01875505
2718,0.02636610
2719,0.03250141
2720,0.03454502
2721,0.01572498
2722,0.01524859
2723,0.02205846
2724,0.01535626
2725,0.04251642
2726,0.02287387
2727,0.01952107
2728,0.02449339
2729,0.02036164
2730,0.02592179
2731,0.04113248
2732,0.04335082
2733,0.01815260
2734,0.04981901
2735,0.04374581
2736,0.03370592
2737,0.02188641
2738,0.02842679
2739,0.02010518
2740,0.02602996
2741,0.01851737
2742,0.02605674
2743,0.03204646
2744,0.03415262
2745,0.01551490
2746,0.01508571
2747,0.02178752
2748,0.01520031
2749,0.04198836
2750,0.02262788
2751,0.01924136
2752,0.02418069
2753,0.02011987
2754,0.02561483
2755,0.04056540
2756,0.04268703
2757,0.01796825
2758,0.04899694
2759,0.04305771
2760,0.03319662
2761,0.02157997
2762,0.02801140
2763,0.01977912
2764,0.02572345
2765,0.01828572
2766,0.02575458
2767,0.03160275
2768,0.03376887
2769,0.01531021
2770,0.01492672
2771,0.02152354
2772,0.01504749
2773,0.04147238
2774,0.02238722
2775,0.01896993
2776,0.02387547
2777,0.01988352
2778,0.02531421
2779,0.04001311
2780,0.04204128
2781,0.01778756
2782,0.04820071
2783,0.04239069
2784,0.03270261
2785,0.02128214
2786,0.02760809
2787,0.01946290
2788,0.02542423
2789,0.01805987
2790,0.02545936
2791,0.03116990
2792,0.03339351
2793,0.01511072
2794,0.01477147
2795,0.02126625
2796,0.01489770
2797,0.04096810
2798,0.02215172
2799,0.01870641
2800,0.02357747
2801,0.01965242
2802,0.02501972
2803,0.03947507
2804,0.04141292
2805,0.01761040
2806,0.04742911
2807,0.04174378
2808,0.03222320
2809,0.02099254
2810,0.02721631
2811,0.01915609
2812,0.02513203
2813,0.01783959
2814,0.02517083
2815,0.03074755
2816,0.03302626
2817,0.01491620
2818,0.01461982
2819,0.02101537
2820,0.01475085
2821,0.04047514
2822,0.02192119
2823,0.01845044
2824,0.02328644
2825,0.01942641
2826,0.02473120
2827,0.03895076
2828,0.04080133
2829,0.01743666
2830,0.04668100
2831,0.04111604
2832,0.03175777
2833,0.02071083
2834,0.02683557
2835,0.01885831
2836,0.02484658
2837,0.01762467
2838,0.02488876
2839,0.03033534
2840,0.03266685
2841,0.01472649
2842,0.01447164
2843,0.02077065
2844,0.01460684
2845,0.03999314
2846,0.02169548
2847,0.01820168
2848,0.02300216
2849,0.01920533
2850,0.02444847
2851,0.03843968
2852,0.04020589
2853,0.01726623
2854,0.04595532
2855,0.04050663
2856,0.03130569
2857,0.02043667
2858,0.02646540
2859,0.01856916
2860,0.02456766
2861,0.01741489
2862,0.02461293
2863,0.02993295
2864,0.03231505
2865,0.01454139
2866,0.01432681
2867,0.02053185
2868,0.01446560
2869,0.03952177
2870,0.02147441
2871,0.01795984
2872,0.02272439
2873,0.01898904
2874,0.02417137
2875,0.03794138
2876,0.03962602
2877,0.01709901
2878,0.04525105
2879,0.03991473
2880,0.03086641
2881,0.02016975
2882,0.02610535
2883,0.01828829
2884,0.02429502
2885,0.01721007
2886,0.02434313
2887,0.02954004
2888,0.03197062
2889,0.01436074
2890,0.01418520
2891,0.02029874
2892,0.01432704
2893,0.03906068
2894,0.02125785
2895,0.01772460
2896,0.02245292
2897,0.01877739
2898,0.02389974
2899,0.03745539
2900,0.03906117
2901,0.01693490
2902,0.04456728
2903,0.03933959
2904,0.03043938
2905,0.01990978
2906,0.02575501
2907,0.01801536
2908,0.02402845
2909,0.01701003
2910,0.02407916
2911,0.02915632
2912,0.03163331
2913,0.01418437
2914,0.01404670
2915,0.02007111
2916,0.01419109
2917,0.03860956
2918,0.02104564
2919,0.01749569
2920,0.02218755
2921,0.01857024
2922,0.02363343
2923,0.03698129
2924,0.03851082
2925,0.01677380
2926,0.04390310
2927,0.03878048
2928,0.03002410
2929,0.01965649
2930,0.02541397
2931,0.01775004
2932,0.02376774
2933,0.01681458
2934,0.02382082
2935,0.02878148
2936,0.03130292
2937,0.01401214
2938,0.01391119
2939,0.01984875
2940,0.01405766
2941,0.03816811
2942,0.02083766
2943,0.01727286
2944,0.02192808
2945,0.01836746
2946,0.02337228
2947,0.03651866
2948,0.03797444
2949,0.01661564
2950,0.04325768
2951,0.03823673
2952,0.02962009
2953,0.01940961
2954,0.02508186
2955,0.01749204
2956,0.02351270
2957,0.01662358
2958,0.02356793
2959,0.02841524
2960,0.03097924
2961,0.01384390
2962,0.01377858
2963,0.01963147
2964,0.01392669
2965,0.03773603
2966,0.02063376
2967,0.01705584
2968,0.02167432
2969,0.01816891
2970,0.02311615
2971,0.03606711
2972,0.03745156
2973,0.01646031
2974,0.04263024
2975,0.03770772
2976,0.02922689
2977,0.01916889
2978,0.02475833
2979,0.01724106
2980,0.02326313
2981,0.01643685
2982,0.02332032
2983,0.02805734
2984,0.03066206
2985,0.01367951
2986,0.01364877
2987,0.01941909
2988,0.01379810
2989,0.03731303
2990,0.02043382
2991,0.01684442
2992,0.02142609
2993,0.01797447
2994,0.02286491
2995,0.03562625
2996,0.03694170
2997,0.01630775
2998,0.04202004
2999,0.03719283
3000,0.02884408
3001,0.01893410
3002,0.02444304
3003,0.01699683
3004,0.02301886
3005,0.01625426
3006,0.02307782
3007,0.02770750
3008,0.03035119
3009,0.01351884
3010,0.01352166
3011,0.01921142
3012,0.01367184
3013,0.03689884
3014,0.02023772
3015,0.01663836
3016,0.02118322
3017,0.01778403
3018,0.02261843
3019,0.03519573
3020,0.03644443
3021,0.01615787
3022,0.04142636
3023,0.03669150
3024,0.02847124
3025,0.01870502
3026,0.02413568
3027,0.01675909
3028,0.02277971
3029,0.01607566
3030,0.02284026
3031,0.02736548
3032,0.03004644
3033,0.01336177
3034,0.01339717
3035,0.01900831
3036,0.01354783
3037,0.03649321
3038,0.02004535
3039,0.01643747
3040,0.02094553
3041,0.01759746
3042,0.02237657
3043,0.03477519
3044,0.03595930
3045,0.01601060
3046,0.04084856
3047,0.03620320
3048,0.02810800
3049,0.01848143
3050,0.02383594
3051,0.01652758
3052,0.02254551
3053,0.01590091
3054,0.02260750
3055,0.02703103
3056,0.02974763
3057,0.01320817
3058,0.01327520
3059,0.01880960
3060,0.01342602
3061,0.03609587
3062,0.01985660
3063,0.01624153
3064,0.02071288
3065,0.01741465
3066,0.02213921
3067,0.03436431
3068,0.03548591
3069,0.01586588
3070,0.04028600
3071,0.03572741
3072,0.02775399
3073,0.01826313
3074,0.02354354
3075,0.01630208
3076,0.02231612
3077,0.01572989
3078,0.02237938
3079,0.02670393
3080,0.02945459
3081,0.01305793
3082,0.01315567
3083,0.01861514
3084,0.01330634
3085,0.03570658
3086,0.01967135
3087,0.01605036
3088,0.02048510
3089,0.01723550
3090,0.02190623
3091,0.03396276
3092,0.03502386
3093,0.01572362
3094,0.03973808
3095,0.03526367
3096,0.02740886
3097,0.01804994
3098,0.02325820
3099,0.01608235
3100,0.02209138
3101,0.01556248
3102,0.02215577
3103,0.02638394
3104,0.02916715
3105,0.01291094
3106,0.01303851
3107,0.01842478
3108,0.01318875
3109,0.03532511
3110,0.01948951
3111,0.01586379
3112,0.02026206
3113,0.01705991
3114,0.02167753
3115,0.03357024
3116,0.03457278
3117,0.01558377
3118,0.03920425
3119,0.03481150
3120,0.02707227
3121,0.01784166
3122,0.02297967
3123,0.01586819
3124,0.02187114
3125,0.01539855
3126,0.02193653
3127,0.02607086
3128,0.02888516
3129,0.01276710
3130,0.01292364
3131,0.01823840
3132,0.01307318
3133,0.03495123
3134,0.01931097
3135,0.01568164
3136,0.02004360
3137,0.01688776
3138,0.02145298
3139,0.03318645
3140,0.03413230
3141,0.01544627
3142,0.03868397
3143,0.03437048
3144,0.02674392
3145,0.01763814
3146,0.02270769
3147,0.01565940
3148,0.02165527
3149,0.01523800
3150,0.02172153
3151,0.02576447
3152,0.02860845
3153,0.01262630
3154,0.01281099
3155,0.01805585
3156,0.01295959
3157,0.03458472
3158,0.01913565
3159,0.01550375
3160,0.01982960
3161,0.01671897
3162,0.02123247
3163,0.03281112
3164,0.03370207
3165,0.01531105
3166,0.03817673
3167,0.03394020
3168,0.02642350
3169,0.01743919
3170,0.02244205
3171,0.01545577
3172,0.02144364
3173,0.01508072
3174,0.02151065
3175,0.02546458
3176,0.02833688
3177,0.01248846
3178,0.01270049
3179,0.01787702
3180,0.01284792
3181,0.03422538
3182,0.01896346
3183,0.01532998
3184,0.01961992
3185,0.01655345
3186,0.02101592
3187,0.03244397
3188,0.03328176
3189,0.01517806
3190,0.03768204
3191,0.03352026
3192,0.02611074
3193,0.01724467
3194,0.02218251
3195,0.01525712
3196,0.02123611
3197,0.01492660
3198,0.02130376
3199,0.02517099
3200,0.02807031
3201,0.01235348
3202,0.01259207
3203,0.01770178
3204,0.01273813
3205,0.03387299
3206,0.01879430
3207,0.01516016
3208,0.01941444
